customer_id,customer_age,customer_region,customer_tenure_months,order_id,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,nps_score,repeat_purchase_30d,complaints_count,csat_internal_score,categoria_nps,log_order_value,log_discount_value,houve_recompra_30d
14,27,Sudeste,42,50014,165.19,5,52.82,5,10,1,63.920000000000002,3,0,8,2.8999999999999999,0,2,3.5,detrator,5.113131712139432,3.9856451452987596,0
15,50,Sudeste,113,50015,220.81,3,30.73,6,7,3,45.960000000000001,1,1,4,2.7000000000000002,0,3,2.3999999999999999,detrator,5.4018211595626981,3.4572626055951043,0
16,64,Norte,114,50016,732.83000000000004,2,13.24,8,9,3,46.780000000000001,2,1,8,6,0,2,0,detrator,6.5982773941598989,2.6560549059838299,0
17,50,Norte,70,50017,391.66000000000003,4,0.25,11,3,2,59.780000000000001,2,1,6,1.8999999999999999,0,4,2.7000000000000002,detrator,5.9729440974706032,0.22314355131420976,0
18,65,Sul,21,50018,483.04000000000002,1,28.079999999999998,1,12,3,44.759999999999998,2,1,10,4.7999999999999998,0,4,0,detrator,6.1821675479298515,3.3700506526653187,0
19,43,Sul,86,50019,383.98000000000002,3,33.609999999999999,11,3,4,25.239999999999998,2,2,3,3.3999999999999999,0,4,2,detrator,5.9531913848864892,3.544142657647253,0
20,37,Centro-Oeste,74,50020,288.93000000000001,2,20.800000000000001,9,9,2,62.020000000000003,1,1,3,2,0,4,5,detrator,5.6696395145335003,3.0819099697950434,0
21,32,Sudeste,105,50021,390.00999999999999,2,84.530000000000001,8,9,2,35.899999999999999,2,1,6,5.7000000000000002,0,4,2.6000000000000001,detrator,5.9687331351058894,4.4488671915926901,0
22,54,Centro-Oeste,68,50022,480.02999999999997,3,14.529999999999999,1,4,4,47.909999999999997,1,3,8,0,0,5,0,detrator,6.1759296382231996,2.7427736371605955,0
23,50,Sul,81,50023,578.34000000000003,3,28.670000000000002,5,2,0,38.369999999999997,1,0,2,10,1,0,8.5999999999999996,promotor,6.3618895245708789,3.3901364343027307,1
24,34,Nordeste,119,50024,489.49000000000001,6,8.4399999999999995,3,3,3,24.719999999999999,2,2,2,3.2999999999999998,0,4,3.2000000000000002,detrator,6.1954048914377555,2.2449559801574095,0
25,22,Norte,20,50025,184.63999999999999,5,70.890000000000001,3,13,1,37.850000000000001,2,2,10,3.2000000000000002,0,4,0.5,detrator,5.2238093143729749,4.2751371729957803,0
26,67,Sudeste,79,50026,100.97,2,31.039999999999999,7,6,2,33.590000000000003,2,2,0,5.0999999999999996,0,4,5.9000000000000004,detrator,4.6246786523761347,3.4669851222001586,0
27,21,Sudeste,26,50027,411.60000000000002,5,4.0499999999999998,1,7,2,28.949999999999999,3,2,0,9.0999999999999996,1,4,6.2999999999999998,promotor,6.0224786006371511,1.6193882432872684,1
28,20,Nordeste,101,50028,751.24000000000001,4,34.329999999999998,5,10,4,41.189999999999998,3,0,6,5.0999999999999996,0,4,1.8,detrator,6.6230554219688216,3.5647324613710536,0
29,38,Sudeste,119,50029,522.14999999999998,3,79,3,13,5,29.289999999999999,2,1,9,0.29999999999999999,0,3,0,detrator,6.259868229827056,4.3820266346738812,0
30,57,Sudeste,86,50030,337.51999999999998,2,0.11,2,13,2,35.950000000000003,3,1,2,3.7999999999999998,0,3,5.4000000000000004,detrator,5.824583174801905,0.10436001532424277,0
31,20,Nordeste,39,50031,478.48000000000002,2,1.9099999999999999,5,13,1,19.27,3,2,1,4.2000000000000002,0,5,6.7000000000000002,detrator,6.1727021833388989,1.068153081183401,0
32,38,Sul,71,50032,479.29000000000002,3,16,6,14,1,45.689999999999998,3,0,10,4.9000000000000004,0,3,2,detrator,6.1743900881334,2.8332133440562162,0
33,65,Norte,57,50033,385.12,1,5.0499999999999998,6,13,4,43.539999999999999,2,2,5,0,0,4,0.69999999999999996,detrator,5.9561482019804144,1.80005827204275,0
34,66,Sul,41,50034,366.75,6,12.65,6,10,3,38.420000000000002,1,1,7,4.2000000000000002,0,3,1.8,detrator,5.9074033594815472,2.6137395216309689,0
35,25,Nordeste,16,50035,366.75,4,65.079999999999998,8,11,1,22,3,2,0,7,0,3,6.2999999999999998,neutro,5.9074033594815472,4.1908661292127229,0
36,59,Centro-Oeste,106,50036,348.25999999999999,4,4.9000000000000004,6,14,1,31.640000000000001,1,2,1,6.7999999999999998,0,3,5.7000000000000002,detrator,5.8558166305116988,1.7749523509116738,0
37,53,Norte,23,50037,557.79999999999995,4,0.31,9,8,5,44.25,1,3,10,0,0,5,0,detrator,6.3257916273828068,0.27002713721306015,0
38,46,Centro-Oeste,3,50038,1120.9000000000001,4,57.57,5,13,2,40.75,2,4,0,4.9000000000000004,0,6,4,detrator,7.022778955550919,4.0702226201016911,0
39,56,Sudeste,119,50039,448.04000000000002,3,21.23,8,11,1,28.030000000000001,3,2,8,4.4000000000000004,0,5,1.8,detrator,6.1071119706339436,3.1014427279761052,0
40,51,Norte,5,50040,109.66,6,5.8799999999999999,6,14,1,33.270000000000003,3,0,11,4.2000000000000002,0,3,1.3999999999999999,detrator,4.7064624374699635,1.9286186519452522,0
41,39,Centro-Oeste,73,50041,485.00999999999999,6,9.1899999999999995,11,6,3,53.990000000000002,3,0,8,3.2999999999999998,0,2,2.1000000000000001,detrator,6.1862291998204952,2.3214068472346332,0
42,48,Centro-Oeste,15,50042,117.97,2,28.350000000000001,5,2,3,28.02,2,2,11,1.8,0,6,0,detrator,4.7788713604884343,3.3792925462741055,0
43,45,Centro-Oeste,26,50043,279.64999999999998,4,15.44,6,5,2,52.149999999999999,3,0,4,5.2999999999999998,0,3,4.7000000000000002,detrator,5.6371083413882079,2.7997173896280336,0
44,52,Sudeste,14,50044,477.19,4,15.710000000000001,3,4,0,53.939999999999998,3,1,2,5.5999999999999996,0,4,7.5999999999999996,detrator,6.1700081430531659,2.8160073426073025,0
45,51,Norte,42,50045,144.56,1,15.57,11,14,2,46.539999999999999,3,1,3,2.6000000000000001,0,3,4.5,detrator,4.9805883727439593,2.8075938314384716,0
46,30,Sul,114,50046,349.17000000000002,3,12.779999999999999,11,12,1,28.640000000000001,2,1,7,4.5,0,4,3.1000000000000001,detrator,5.8584187508481724,2.6232182655855123,0
47,58,Sudeste,33,50047,461.42000000000002,3,27.91,3,4,6,45.25,2,1,0,2.2999999999999998,0,5,2.5,detrator,6.1364735690179568,3.3641875560282548,0
48,21,Norte,26,50048,431.62,5,15.210000000000001,1,9,3,45.210000000000001,2,3,5,3.3999999999999999,0,6,0.69999999999999996,detrator,6.0698597445353553,2.7856283357475848,0
49,60,Centro-Oeste,67,50049,663.30999999999995,6,37.219999999999999,10,6,4,45.090000000000003,1,2,9,0.69999999999999996,0,6,0,detrator,6.4987489079976042,3.6433589388121268,0
50,23,Nordeste,20,50050,370.75999999999999,6,15.119999999999999,2,10,1,28.550000000000001,3,1,8,6.5999999999999996,0,2,2.2999999999999998,detrator,5.9182484847767229,2.780060737078482,0
51,18,Nordeste,19,50051,375.56999999999999,5,13.630000000000001,11,8,4,56.090000000000003,1,1,4,0.59999999999999998,0,5,1.8999999999999999,detrator,5.9311039529331815,2.683074215032033,0
52,29,Sudeste,39,50052,711.22000000000003,6,4.9199999999999999,2,2,1,28.199999999999999,1,3,2,4.5,0,6,5.7999999999999998,detrator,6.5683868524488238,1.7783364488959144,0
53,52,Sul,49,50053,1220.1300000000001,4,8.9800000000000004,8,2,1,47.140000000000001,1,1,2,4.7999999999999998,0,3,5.7999999999999998,detrator,7.1075319385496352,2.3005830903233728,0
54,28,Sul,69,50054,329.95999999999998,1,37.509999999999998,8,4,1,41.909999999999997,3,2,4,3.8999999999999999,0,5,3.7000000000000002,detrator,5.8019975221531563,3.6509179478268177,0
55,40,Norte,95,50055,398.94,2,5.2199999999999998,7,2,2,67.629999999999995,3,0,1,5.7999999999999998,0,3,6.9000000000000004,detrator,5.9913145358568567,1.827769906751088,0
56,31,Nordeste,20,50056,409.54000000000002,6,0.81999999999999995,4,8,3,45.689999999999998,3,1,6,4,0,5,1.8,detrator,6.0174733662890327,0.59883650108870401,0
57,36,Centro-Oeste,109,50057,285.91000000000003,4,82.010000000000005,3,5,1,34,1,7,9,0.40000000000000002,0,11,0,detrator,5.6591685777301821,4.4189610824669447,0
58,54,Sul,101,50058,86.150000000000006,2,112.42,11,10,3,36.229999999999997,3,1,0,8.4000000000000004,1,2,5.5,neutro,4.4676307719660304,4.7310977425858818,1
59,33,Sul,108,50059,385.42000000000002,5,13.859999999999999,2,2,3,52.490000000000002,2,3,2,3.1000000000000001,0,5,3,detrator,5.9569248608332375,2.6986730392896132,0
60,61,Nordeste,21,50060,1014.41,4,16.82,11,11,5,31.57,2,1,1,4.4000000000000004,0,3,3.2999999999999998,detrator,6.9230477508004302,2.8803214220426634,0
61,45,Centro-Oeste,116,50061,182.12,6,0.19,5,8,2,45.899999999999999,2,3,0,2.1000000000000001,0,5,4.2000000000000002,detrator,5.2101416756443113,0.17395330712343801,0
62,62,Norte,81,50062,42.280000000000001,1,39.119999999999997,9,3,4,47.799999999999997,3,1,11,0,0,5,0,detrator,3.7676906345382259,3.6918749630937349,0
63,48,Norte,9,50063,785.29999999999995,6,3.1699999999999999,10,12,1,39,2,1,8,3.7999999999999998,0,6,2.2999999999999998,detrator,6.6673383989974706,1.4279160358107101,0
64,24,Norte,83,50064,332.99000000000001,1,8.7699999999999996,8,12,1,47.299999999999997,2,1,10,7.9000000000000004,0,2,1.8999999999999999,neutro,5.8111110524087257,2.2793164660546914,0
65,63,Norte,64,50065,522.84000000000003,2,76.140000000000001,3,3,3,19.719999999999999,1,3,7,3.2000000000000002,0,6,0,detrator,6.2611862941827701,4.3456219527800819,0
66,69,Nordeste,53,50066,198.63999999999999,2,24.32,5,3,3,57.25,2,3,5,3.8999999999999999,0,8,0.20000000000000001,detrator,5.2965157446014084,3.2315945972759756,0
67,44,Norte,100,50067,335.95999999999998,4,12.24,1,7,2,37.07,3,2,9,5.4000000000000004,0,5,0.59999999999999998,detrator,5.8199642289456106,2.5832425505088623,0
68,34,Nordeste,109,50068,745.08000000000004,5,73.340000000000003,9,5,4,29.760000000000002,3,4,3,2.7000000000000002,0,7,0,detrator,6.614832833060011,4.3086491648691059,0
69,24,Sul,45,50069,1402.6700000000001,1,43.560000000000002,9,8,4,51.509999999999998,2,5,3,0,0,9,0,detrator,7.2468455142238408,3.7968365956190286,0
70,32,Nordeste,82,50070,639.52999999999997,4,66.260000000000005,3,3,2,35.789999999999999,3,3,11,0,0,8,0,detrator,6.4622959586473989,4.2085657063121236,0
71,57,Sudeste,95,50071,383.07999999999998,1,1.3600000000000001,5,2,1,31.84,1,0,5,7,0,2,6.2000000000000002,neutro,5.9508508642226845,0.8586616190375187,0
72,29,Sudeste,80,50072,212.03,1,66.519999999999996,6,2,6,42.640000000000001,1,1,3,0,0,4,0.80000000000000004,detrator,5.3614330008621121,4.2124238502877018,0
73,25,Sul,81,50073,816.26999999999998,1,73.959999999999994,1,8,1,58.350000000000001,1,1,4,2.3999999999999999,0,4,5,detrator,6.7059695176205709,4.3169546379301664,0
74,19,Centro-Oeste,25,50074,66.180000000000007,4,4.5,4,7,2,46.539999999999999,2,1,10,2.7000000000000002,0,3,0.5,detrator,4.2073755841841471,1.7047480922384253,0
75,61,Sudeste,24,50075,463.79000000000002,3,2.0800000000000001,5,10,1,35.789999999999999,3,2,8,6.7999999999999998,0,6,1.3,detrator,6.14158569067631,1.1249295969854831,0
76,55,Nordeste,113,50076,261.42000000000002,4,28.920000000000002,3,9,1,16.289999999999999,3,1,10,9.5999999999999996,1,3,2,promotor,5.5699462736775693,3.3985271531062766,1
77,43,Sul,80,50077,815.50999999999999,3,33.420000000000002,6,8,3,38.219999999999999,1,1,2,2.1000000000000001,0,3,3.3999999999999999,detrator,6.7050391597329488,3.5386377907833935,0
78,68,Centro-Oeste,42,50078,223.52000000000001,4,3.9100000000000001,6,8,2,37.530000000000001,1,2,8,2.6000000000000001,0,5,2.2999999999999998,detrator,5.4139647900739982,1.5912739418064292,0
79,38,Sudeste,26,50079,323.22000000000003,6,48.950000000000003,9,13,0,22.170000000000002,2,1,6,7.5999999999999996,0,1,5.5,neutro,5.7814222977134273,3.9110225050945626,0
80,67,Centro-Oeste,33,50080,302.88999999999999,2,22.969999999999999,5,10,0,58.880000000000003,3,1,2,7.5,0,1,7.7000000000000002,neutro,5.716665793820308,3.1768030484462928,0
81,30,Norte,38,50081,477.32999999999998,3,31.609999999999999,8,3,2,40.719999999999999,2,0,4,4.7999999999999998,0,2,5.5999999999999996,detrator,6.1703008708602161,3.4846189898012279,0
82,36,Norte,53,50082,617.39999999999998,1,24,11,12,0,47.57,3,2,2,7,0,3,6.7999999999999998,neutro,6.4271354972732118,3.2188758248682006,0
83,35,Norte,24,50083,519.40999999999997,6,6.9800000000000004,9,5,2,9.7300000000000004,3,0,4,5.0999999999999996,0,5,6.0999999999999996,detrator,6.2546169624414274,2.0769384114617173,0
84,19,Sudeste,67,50084,430.95999999999998,2,6.7999999999999998,2,10,3,16.329999999999998,1,1,4,3.6000000000000001,0,3,3.7000000000000002,detrator,6.0683329913645592,2.0541237336955462,0
85,69,Centro-Oeste,88,50085,90.760000000000005,6,4.8099999999999996,6,6,2,47.020000000000003,2,1,11,4.7999999999999998,0,3,0.80000000000000004,detrator,4.5191764728211155,1.7595805708638199,0
86,62,Sudeste,30,50086,98.290000000000006,4,31.32,3,9,2,39.850000000000001,3,1,7,6,0,3,2.1000000000000001,detrator,4.5980448610455031,3.4756862336528944,0
87,59,Centro-Oeste,72,50087,340.91000000000003,5,32.07,9,10,3,33.670000000000002,2,2,7,2.8999999999999999,0,5,0,detrator,5.834547544535754,3.4986265269937014,0
88,66,Nordeste,82,50088,535.69000000000005,3,33.850000000000001,5,12,3,41.93,1,1,5,1.8999999999999999,0,4,2.2999999999999998,detrator,6.2854206466261164,3.5510531372065328,0
89,45,Nordeste,5,50089,470.48000000000002,2,3.25,4,12,1,46.780000000000001,3,0,10,4.5,0,2,2.7999999999999998,detrator,6.1558766833583691,1.4469189829363254,0
90,67,Sudeste,51,50090,739.57000000000005,4,30.170000000000002,11,2,2,10.35,2,2,1,4.9000000000000004,0,5,4.7000000000000002,detrator,6.607420159962591,3.4394560937792455,0
91,40,Centro-Oeste,53,50091,147.47,4,92.680000000000007,2,14,1,32.520000000000003,3,2,10,5,0,4,1.3999999999999999,detrator,5.0003829176319048,4.5398847192894616,0
92,21,Nordeste,47,50092,143.81999999999999,3,42,9,8,3,51.740000000000002,1,2,3,4.5,0,5,3.1000000000000001,detrator,4.975491591960675,3.7612001156935624,0
93,21,Centro-Oeste,74,50093,453.69999999999999,3,15.619999999999999,3,5,3,40.450000000000003,3,3,11,2.7000000000000002,0,6,0,detrator,6.1196378608309647,2.8106067894273021,0
94,29,Nordeste,70,50094,530.14999999999998,5,125.03,10,8,2,31.190000000000001,2,0,10,4.5999999999999996,0,2,1.3,detrator,6.2750444672260226,4.8365199738494002,0
95,39,Centro-Oeste,112,50095,531.95000000000005,1,51.909999999999997,7,13,3,51.810000000000002,2,1,8,4.0999999999999996,0,3,1.5,detrator,6.2784276111351458,3.9685923569160404,0
96,43,Sudeste,73,50096,352.17000000000002,6,22.73,6,10,3,25.93,1,3,8,1.1000000000000001,0,5,0,detrator,5.8669495274100489,3.166740070447672,0
97,57,Sudeste,6,50097,473.07999999999998,3,5.5499999999999998,9,11,1,51,3,1,4,6.4000000000000004,0,4,4.9000000000000004,detrator,6.1613760838252549,1.8794650496471605,0
98,59,Sul,94,50098,411.69,4,67.980000000000004,4,4,4,27.550000000000001,2,2,8,1.6000000000000001,0,5,0,detrator,6.0226967057889329,4.2338166075086949,0
99,52,Nordeste,45,50099,197.75999999999999,1,7.9100000000000001,7,14,2,44.670000000000002,3,1,5,6.2999999999999998,0,3,3.7000000000000002,detrator,5.2920980667341198,2.187174241482718,0
100,21,Norte,36,50100,267.36000000000001,3,7.79,4,3,1,32.039999999999999,2,1,0,10,1,4,7.2999999999999998,promotor,5.5923293626946871,2.1736147116970854,1
101,29,Sul,15,50101,182.19,2,18.18,3,11,1,45.479999999999997,1,1,9,1.7,0,3,1.2,detrator,5.2105238655973682,2.9538680694552921,0
102,21,Norte,74,50102,125.95999999999999,5,7.1399999999999997,1,12,1,38.049999999999997,2,1,9,3.1000000000000001,0,4,1.7,detrator,4.8438720762181537,2.0967901800144491,0
103,69,Nordeste,81,50103,70.409999999999997,6,18.870000000000001,5,4,2,49.5,2,0,10,9.4000000000000004,1,2,1.8,promotor,4.2684379155610186,2.9892110565637253,1
104,48,Sudeste,45,50104,289.31,5,2.6600000000000001,3,14,1,41.100000000000001,3,0,9,5.0999999999999996,0,4,1.7,detrator,5.6709493175609609,1.297463147413275,0
105,24,Norte,7,50105,1034.6099999999999,4,74.439999999999998,8,7,1,40.219999999999999,3,1,2,5.7999999999999998,0,5,6.5,detrator,6.9427459040686914,4.323337638325202,0
106,27,Sudeste,20,50106,567.27999999999997,4,13.300000000000001,2,9,4,42.810000000000002,2,1,0,4,0,3,4.7000000000000002,detrator,6.342614255003876,2.6602595372658615,0
107,41,Sul,85,50107,350.94,6,0.35999999999999999,9,9,1,46.380000000000003,1,3,10,3.7000000000000002,0,5,0.80000000000000004,detrator,5.8634607065236155,0.30748469974796061,0
108,32,Sul,73,50108,676.13999999999999,1,68.439999999999998,4,11,2,43.140000000000001,1,1,8,6.5,0,2,1.6000000000000001,detrator,6.5178780462156247,4.2404630703520949,0
109,56,Sudeste,74,50109,677.47000000000003,3,46.799999999999997,11,10,1,43.380000000000003,2,1,2,4.0999999999999996,0,3,6.7999999999999998,detrator,6.5198402631168584,3.8670256394974101,0
110,37,Centro-Oeste,67,50110,1182.28,4,31.07,3,10,2,41.960000000000001,2,2,4,4.0999999999999996,0,6,3.1000000000000001,detrator,7.0760455223631142,3.4679210137050633,0
111,24,Nordeste,28,50111,1328.4000000000001,1,6.5099999999999998,5,7,0,38.420000000000002,2,0,6,9,1,2,6.2999999999999998,promotor,7.1924829916074815,2.0162354657760435,1
112,30,Centro-Oeste,45,50112,292.69999999999999,3,13.710000000000001,3,5,4,34.299999999999997,1,2,10,0.29999999999999999,0,4,0,detrator,5.6825588382045744,2.6885275346133461,0
113,45,Sul,74,50113,239.69,6,59.640000000000001,9,12,3,33.399999999999999,3,1,2,2.7000000000000002,0,3,4.5,detrator,5.4835097984336745,4.1049547413341161,0
114,56,Nordeste,36,50114,645.84000000000003,1,73.530000000000001,6,3,4,45.490000000000002,2,4,10,0.29999999999999999,0,7,0,detrator,6.4720989687097434,4.3112017288936029,0
115,35,Centro-Oeste,71,50115,96.540000000000006,3,28.25,2,2,2,56.280000000000001,1,2,3,2.3999999999999999,0,5,4.5,detrator,4.5802625502819065,3.3758795736778655,0
116,64,Norte,28,50116,359.49000000000001,2,11.01,11,9,0,26.18,2,2,9,3.5,0,3,2.6000000000000001,detrator,5.8874642170892235,2.4857396360918922,0
117,28,Centro-Oeste,38,50117,60.960000000000001,2,95.060000000000002,4,9,0,30.190000000000001,2,0,7,7.7999999999999998,0,1,5.2000000000000002,neutro,4.1264890155486675,4.5649729962366781,0
118,53,Sudeste,5,50118,242.56999999999999,5,21.93,8,3,0,22.109999999999999,2,3,9,1.1000000000000001,0,5,0.90000000000000002,detrator,5.4954043755424644,3.1324460968698129,0
119,53,Norte,103,50119,139.18000000000001,1,21.629999999999999,5,6,4,19.399999999999999,2,2,3,0.80000000000000004,0,5,3.6000000000000001,detrator,4.9429273110721788,3.1192764596454459,0
120,19,Sudeste,85,50120,428.10000000000002,4,77.120000000000005,5,6,3,47.299999999999997,3,2,9,3.1000000000000001,0,6,0,detrator,6.0616899919974792,4.3582461060084778,0
121,65,Norte,60,50121,212.08000000000001,1,18.059999999999999,1,14,2,30.82,3,1,7,2.2000000000000002,0,3,2.8999999999999999,detrator,5.3616676820487985,2.9475918982260558,0
122,63,Sul,111,50122,686.74000000000001,5,0.48999999999999999,3,3,1,42.240000000000002,3,0,3,8.8000000000000007,1,2,6.2000000000000002,neutro,6.533410859531763,0.39877611995736778,1
123,34,Nordeste,69,50123,195.24000000000001,5,28.309999999999999,1,5,4,30.120000000000001,3,0,2,1.8,0,3,3.8999999999999999,detrator,5.2793383999502339,3.377928754722801,0
124,23,Norte,102,50124,693.15999999999997,3,26.120000000000001,5,10,1,45.57,3,1,0,9.1999999999999993,1,3,8.3000000000000007,promotor,6.5427024814852341,3.3002714630721948,1
125,58,Sul,53,50125,549.40999999999997,2,35.840000000000003,11,10,2,33.159999999999997,2,0,8,7.7000000000000002,0,1,2,neutro,6.3106634550587382,3.6065842113871063,0
126,63,Sul,107,50126,126.41,4,0.23000000000000001,2,11,2,15.17,3,3,1,2.2000000000000002,0,5,3,detrator,4.8474102329932895,0.20701416938432615,0
127,40,Nordeste,34,50127,326.11000000000001,4,3.2799999999999998,4,4,2,58.280000000000001,2,1,2,6.7000000000000002,0,2,5.2000000000000002,detrator,5.7902965057676479,1.4539530095937054,0
128,64,Nordeste,83,50128,648.20000000000005,3,23.629999999999999,6,2,2,32.869999999999997,1,3,2,6,0,4,4.2000000000000002,detrator,6.475740835640436,3.2039652121324464,0
129,33,Norte,57,50129,759.72000000000003,4,0.68999999999999995,8,10,2,32.560000000000002,3,3,3,4.5,0,5,4,detrator,6.6342653532311893,0.52472852893498212,0
130,58,Sul,108,50130,416.00999999999999,3,14.85,6,14,1,30.09,1,0,7,7.2000000000000002,0,1,3.3999999999999999,neutro,6.0331102023266139,2.7631695003232895,0
131,43,Sul,27,50131,234.65000000000001,6,33.369999999999997,2,14,4,35.25,2,1,11,2.7999999999999998,0,3,0,detrator,5.4623476533697399,3.5371840908617425,0
132,63,Nordeste,29,50132,640.32000000000005,1,3.9100000000000001,5,9,3,46.030000000000001,1,0,0,3.7000000000000002,0,5,5.5,detrator,6.4635285523206365,1.5912739418064292,0
133,67,Sudeste,57,50133,241.88,5,15.57,11,2,1,37.43,3,2,9,1.6000000000000001,0,5,1.2,detrator,5.4925674942072646,2.8075938314384716,0
134,18,Nordeste,90,50134,706.79999999999995,5,21.350000000000001,8,4,2,29.359999999999999,2,0,4,5.5999999999999996,0,2,5.0999999999999996,detrator,6.562161567911363,3.1068263210595779,0
135,53,Sudeste,34,50135,233.13,1,2.4300000000000002,6,11,5,30.699999999999999,3,1,8,2.1000000000000001,0,7,0.10000000000000001,detrator,5.4558765166494014,1.2325602611778486,0
136,47,Sudeste,26,50136,637.16999999999996,1,55.200000000000003,11,12,2,55.770000000000003,2,3,11,5.5999999999999996,0,7,0,detrator,6.4586047055314975,4.0289167568996458,0
137,19,Centro-Oeste,5,50137,640.00999999999999,5,69.969999999999999,3,7,3,25.18,1,1,7,4.4000000000000004,0,5,0.40000000000000002,detrator,6.4630450574230061,4.2622572525368918,0
138,37,Sudeste,62,50138,40.759999999999998,2,23.68,2,5,1,17.34,2,1,2,5.7999999999999998,0,3,6.2999999999999998,detrator,3.731938943574383,3.205993199037187,0
139,22,Nordeste,92,50139,155.31999999999999,4,4.2400000000000002,11,13,2,49.590000000000003,2,1,8,4.2999999999999998,0,4,1.7,detrator,5.051905188294473,1.6563214983329508,0
140,48,Norte,56,50140,150.15000000000001,5,36.369999999999997,7,6,4,44.719999999999999,2,3,9,2.6000000000000001,0,6,0,detrator,5.0182727212254674,3.6208682434973927,0
141,25,Sul,56,50141,242.38999999999999,6,11.380000000000001,10,11,1,30.440000000000001,2,0,0,7.2999999999999998,0,3,8.3000000000000007,neutro,5.4946650950750833,2.5160822672564502,0
142,47,Nordeste,70,50142,614.66999999999996,6,18.27,6,9,0,23.609999999999999,2,1,6,5.9000000000000004,0,5,3.7000000000000002,detrator,6.4227111057016391,2.958549482426275,0
143,56,Norte,103,50143,467.13999999999999,4,23.809999999999999,5,12,2,38.450000000000003,3,1,9,5.9000000000000004,0,5,0.69999999999999996,detrator,6.148767396481758,3.2112467977037094,0
144,19,Sudeste,16,50144,1054.3199999999999,6,6.5999999999999996,9,2,2,32.390000000000001,3,5,2,4.0999999999999996,0,7,2.5,detrator,6.9615993174542483,2.0281482472922852,0
145,30,Centro-Oeste,74,50145,718.63,4,19.52,5,4,4,40.700000000000003,1,5,1,0.40000000000000002,0,7,0.29999999999999999,detrator,6.5787371910350636,3.0214000203025688,0
146,21,Nordeste,75,50146,72.519999999999996,5,34.439999999999998,4,9,2,55.509999999999998,2,2,6,4.5,0,4,3.1000000000000001,detrator,4.2975574780474313,3.5678411257368801,0
147,62,Sul,30,50147,379.52999999999997,4,33.460000000000001,5,11,4,22.43,3,4,3,3.1000000000000001,0,8,0,detrator,5.9415650178205519,3.5397992310997837,0
148,69,Sudeste,92,50148,288.88999999999999,6,39.130000000000003,9,10,0,48.119999999999997,3,3,9,7.5,0,5,2.3999999999999999,neutro,5.6695015406793265,3.6921241842788253,0
149,25,Centro-Oeste,82,50149,872.52999999999997,6,74.230000000000004,2,14,2,25.57,2,2,3,1,0,4,3.7000000000000002,detrator,6.7725424735750765,4.3205500875721299,0
